sector,year,cloud_intensity_sim,cloud_intensity_sector_sim,pred_target_value_added
P85,2027,37.01158650000001,28.573220159354165,94647.0078125
P85,2028,38.86216582500001,30.001881167321876,83244.0078125
P85,2029,40.80527411625001,31.50197522568797,84486.703125
P85,2030,42.84553782206252,33.07707398697237,90087.5703125
Q,2026,35.24913,27.212590627956345,219049.515625
Q,2027,37.01158650000001,28.573220159354165,219049.515625
Q,2028,38.86216582500001,30.001881167321876,217288.921875
Q,2029,40.80527411625001,31.50197522568797,218531.640625
Q,2030,42.84553782206252,33.07707398697237,221564.703125
Q86,2026,35.24913,27.212590627956345,134388.890625
Q86,2027,37.01158650000001,28.573220159354165,134388.890625
Q86,2028,38.86216582500001,30.001881167321876,126567.5
Q86,2029,40.80527411625001,31.50197522568797,127810.1875
Q86,2030,42.84553782206252,33.07707398697237,134321.3125
Q87_Q88,2026,35.24913,27.212590627956345,70585.515625
Q87_Q88,2027,37.01158650000001,28.573220159354165,70585.515625
Q87_Q88,2028,38.86216582500001,30.001881167321876,68824.9453125
Q87_Q88,2029,40.80527411625001,31.50197522568797,70067.6328125
Q87_Q88,2030,42.84553782206252,33.07707398697237,78208.796875
R,2026,35.24913,27.212590627956345,32930.01953125
R,2027,37.01158650000001,28.573220159354165,32930.01953125
R,2028,38.86216582500001,30.001881167321876,31169.4375
R,2029,40.80527411625001,31.50197522568797,32412.1328125
R,2030,42.84553782206252,33.07707398697237,40553.3203125
R-U,2026,35.24913,27.212590627956345,82067.59375
R-U,2027,37.01158650000001,28.573220159354165,82067.59375
R-U,2028,38.86216582500001,30.001881167321876,68825.7421875
R-U,2029,40.80527411625001,31.50197522568797,70068.4296875
R-U,2030,42.84553782206252,33.07707398697237,78209.5390625
R90-R92,2026,35.24913,27.212590627956345,34806.3828125
R90-R92,2027,37.01158650000001,28.573220159354165,34806.3828125
R90-R92,2028,38.86216582500001,30.001881167321876,33642.64453125
R90-R92,2029,40.80527411625001,31.50197522568797,34885.3359375
R90-R92,2030,42.84553782206252,33.07707398697237,43026.5078125
R93,2026,35.24913,27.212590627956345,30764.240234375
R93,2027,37.01158650000001,28.573220159354165,30764.240234375
R93,2028,38.86216582500001,30.001881167321876,29938.158203125
R93,2029,40.80527411625001,31.50197522568797,31180.818359375
R93,2030,42.84553782206252,33.07707398697237,39321.9921875
S,2026,35.24913,27.212590627956345,55508.984375
S,2027,37.01158650000001,28.573220159354165,55508.984375
S,2028,38.86216582500001,30.001881167321876,50614.01171875
S,2029,40.80527411625001,31.50197522568797,51856.703125
